timestep,value,energy,concentration,equation
77,327.0,4.00kT,40µM,ED
79,310.0,4.00kT,40µM,ED
80,323.0,4.00kT,40µM,ED
81,322.0,4.00kT,40µM,ED
83,273.0,4.00kT,40µM,ED
84,302.0,4.00kT,40µM,ED
85,308.0,4.00kT,40µM,ED
86,271.0,4.00kT,40µM,ED
87,293.0,4.00kT,40µM,ED
88,289.0,4.00kT,40µM,ED
90,272.0,4.00kT,40µM,ED
91,243.0,4.00kT,40µM,ED
92,266.0,4.00kT,40µM,ED
93,294.0,4.00kT,40µM,ED
94,254.0,4.00kT,40µM,ED
95,276.0,4.00kT,40µM,ED
96,280.0,4.00kT,40µM,ED
97,233.0,4.00kT,40µM,ED
98,269.0,4.00kT,40µM,ED
100,263.0,4.00kT,40µM,ED
102,255.0,4.00kT,40µM,ED
103,253.0,4.00kT,40µM,ED
104,229.0,4.00kT,40µM,ED
105,228.0,4.00kT,40µM,ED
107,226.0,4.00kT,40µM,ED
108,237.0,4.00kT,40µM,ED
109,235.0,4.00kT,40µM,ED
110,232.0,4.00kT,40µM,ED
111,215.0,4.00kT,40µM,ED
112,210.0,4.00kT,40µM,ED
114,201.0,4.00kT,40µM,ED
115,225.0,4.00kT,40µM,ED
116,199.0,4.00kT,40µM,ED
119,183.0,4.00kT,40µM,ED
120,205.0,4.00kT,40µM,ED
122,166.0,4.00kT,40µM,ED
123,182.0,4.00kT,40µM,ED
124,204.0,4.00kT,40µM,ED
125,156.0,4.00kT,40µM,ED
126,200.0,4.00kT,40µM,ED
127,178.0,4.00kT,40µM,ED
128,173.0,4.00kT,40µM,ED
129,181.0,4.00kT,40µM,ED
135,164.0,4.00kT,40µM,ED
136,163.0,4.00kT,40µM,ED
137,157.0,4.00kT,40µM,ED
139,155.0,4.00kT,40µM,ED
140,158.0,4.00kT,40µM,ED
141,171.0,4.00kT,40µM,ED
143,153.0,4.00kT,40µM,ED
145,143.0,4.00kT,40µM,ED
146,130.0,4.00kT,40µM,ED
147,148.0,4.00kT,40µM,ED
148,169.0,4.00kT,40µM,ED
149,120.0,4.00kT,40µM,ED
150,151.0,4.00kT,40µM,ED
151,160.0,4.00kT,40µM,ED
154,152.0,4.00kT,40µM,ED
156,145.0,4.00kT,40µM,ED
157,131.0,4.00kT,40µM,ED
163,125.0,4.00kT,40µM,ED
164,139.0,4.00kT,40µM,ED
169,133.0,4.00kT,40µM,ED
170,137.0,4.00kT,40µM,ED
173,123.0,4.00kT,40µM,ED
174,110.0,4.00kT,40µM,ED
175,121.0,4.00kT,40µM,ED
177,115.0,4.00kT,40µM,ED
178,109.0,4.00kT,40µM,ED
179,101.0,4.00kT,40µM,ED
181,117.0,4.00kT,40µM,ED
184,98.0,4.00kT,40µM,ED
185,111.0,4.00kT,40µM,ED
192,122.0,4.00kT,40µM,ED
195,108.0,4.00kT,40µM,ED
198,107.0,4.00kT,40µM,ED
201,95.0,4.00kT,40µM,ED
203,92.0,4.00kT,40µM,ED
204,88.0,4.00kT,40µM,ED
205,79.0,4.00kT,40µM,ED
207,105.0,4.00kT,40µM,ED
208,83.0,4.00kT,40µM,ED
211,90.0,4.00kT,40µM,ED
215,94.0,4.00kT,40µM,ED
216,91.0,4.00kT,40µM,ED
217,84.0,4.00kT,40µM,ED
224,75.0,4.00kT,40µM,ED
226,73.0,4.00kT,40µM,ED
232,76.0,4.00kT,40µM,ED
236,69.0,4.00kT,40µM,ED
240,68.0,4.00kT,40µM,ED
241,78.0,4.00kT,40µM,ED
249,74.0,4.00kT,40µM,ED
250,64.0,4.00kT,40µM,ED
251,67.0,4.00kT,40µM,ED
252,80.0,4.00kT,40µM,ED
253,70.0,4.00kT,40µM,ED
256,77.0,4.00kT,40µM,ED
262,52.0,4.00kT,40µM,ED
264,63.0,4.00kT,40µM,ED
267,59.0,4.00kT,40µM,ED
275,60.0,4.00kT,40µM,ED
276,54.0,4.00kT,40µM,ED
277,61.0,4.00kT,40µM,ED
280,62.0,4.00kT,40µM,ED
293,53.0,4.00kT,40µM,ED
295,45.0,4.00kT,40µM,ED
297,49.0,4.00kT,40µM,ED
298,51.0,4.00kT,40µM,ED
301,50.0,4.00kT,40µM,ED
302,48.0,4.00kT,40µM,ED
307,47.0,4.00kT,40µM,ED
310,58.0,4.00kT,40µM,ED
315,44.0,4.00kT,40µM,ED
316,42.0,4.00kT,40µM,ED
322,46.0,4.00kT,40µM,ED
330,40.0,4.00kT,40µM,ED
332,41.0,4.00kT,40µM,ED
340,39.0,4.00kT,40µM,ED
347,43.0,4.00kT,40µM,ED
350,36.0,4.00kT,40µM,ED
351,35.0,4.00kT,40µM,ED
360,38.0,4.00kT,40µM,ED
378,34.0,4.00kT,40µM,ED
387,33.0,4.00kT,40µM,ED
404,32.0,4.00kT,40µM,ED
417,29.0,4.00kT,40µM,ED
435,31.0,4.00kT,40µM,ED
448,26.0,4.00kT,40µM,ED
494,23.0,4.00kT,40µM,ED
523,21.0,4.00kT,40µM,ED
534,22.0,4.00kT,40µM,ED
535,20.0,4.00kT,40µM,ED
542,19.0,4.00kT,40µM,ED
581,17.0,4.00kT,40µM,ED
637,15.0,4.00kT,40µM,ED
648,16.0,4.00kT,40µM,ED
656,14.0,4.00kT,40µM,ED
683,13.0,4.00kT,40µM,ED
705,12.0,4.00kT,40µM,ED
767,11.0,4.00kT,40µM,ED
795,10.0,4.00kT,40µM,ED
810,9.0,4.00kT,40µM,ED
923,8.0,4.00kT,40µM,ED
1001,7.0,4.00kT,40µM,ED
1092,6.0,4.00kT,40µM,ED
1176,5.0,4.00kT,40µM,ED
1519,3.0,4.00kT,40µM,ED
1866,2.0,4.00kT,40µM,ED
2614,1.0,4.00kT,40µM,ED
1,2464.0,4.00kT,60µM,ED
2,2257.0,4.00kT,60µM,ED
3,2086.0,4.00kT,60µM,ED
4,1964.0,4.00kT,60µM,ED
5,1769.0,4.00kT,60µM,ED
6,1796.0,4.00kT,60µM,ED
7,1675.0,4.00kT,60µM,ED
8,1700.0,4.00kT,60µM,ED
9,1577.0,4.00kT,60µM,ED
10,1500.0,4.00kT,60µM,ED
11,1451.0,4.00kT,60µM,ED
12,1368.0,4.00kT,60µM,ED
13,1372.0,4.00kT,60µM,ED
14,1225.0,4.00kT,60µM,ED
15,1222.0,4.00kT,60µM,ED
16,1175.0,4.00kT,60µM,ED
17,1122.0,4.00kT,60µM,ED
18,1139.0,4.00kT,60µM,ED
19,1056.0,4.00kT,60µM,ED
20,1073.0,4.00kT,60µM,ED
21,1044.0,4.00kT,60µM,ED
22,1013.0,4.00kT,60µM,ED
23,994.0,4.00kT,60µM,ED
24,892.0,4.00kT,60µM,ED
25,945.0,4.00kT,60µM,ED
26,871.0,4.00kT,60µM,ED
27,818.0,4.00kT,60µM,ED
28,878.0,4.00kT,60µM,ED
29,786.0,4.00kT,60µM,ED
30,826.0,4.00kT,60µM,ED
31,802.0,4.00kT,60µM,ED
32,736.0,4.00kT,60µM,ED
33,795.0,4.00kT,60µM,ED
34,780.0,4.00kT,60µM,ED
35,712.0,4.00kT,60µM,ED
36,713.0,4.00kT,60µM,ED
37,719.0,4.00kT,60µM,ED
38,675.0,4.00kT,60µM,ED
39,669.0,4.00kT,60µM,ED
40,642.0,4.00kT,60µM,ED
41,625.0,4.00kT,60µM,ED
42,627.0,4.00kT,60µM,ED
43,634.0,4.00kT,60µM,ED
44,603.0,4.00kT,60µM,ED
45,643.0,4.00kT,60µM,ED
46,574.0,4.00kT,60µM,ED
47,585.0,4.00kT,60µM,ED
48,571.0,4.00kT,60µM,ED
49,534.0,4.00kT,60µM,ED
50,541.0,4.00kT,60µM,ED
51,577.0,4.00kT,60µM,ED
52,550.0,4.00kT,60µM,ED
53,537.0,4.00kT,60µM,ED
54,539.0,4.00kT,60µM,ED
56,527.0,4.00kT,60µM,ED
57,490.0,4.00kT,60µM,ED
58,497.0,4.00kT,60µM,ED
59,469.0,4.00kT,60µM,ED
60,499.0,4.00kT,60µM,ED
62,443.0,4.00kT,60µM,ED
63,406.0,4.00kT,60µM,ED
64,426.0,4.00kT,60µM,ED
65,445.0,4.00kT,60µM,ED
66,435.0,4.00kT,60µM,ED
67,446.0,4.00kT,60µM,ED
69,408.0,4.00kT,60µM,ED
70,425.0,4.00kT,60µM,ED
71,395.0,4.00kT,60µM,ED
72,377.0,4.00kT,60µM,ED
73,394.0,4.00kT,60µM,ED
74,393.0,4.00kT,60µM,ED
76,401.0,4.00kT,60µM,ED
77,407.0,4.00kT,60µM,ED
78,335.0,4.00kT,60µM,ED
79,370.0,4.00kT,60µM,ED
80,392.0,4.00kT,60µM,ED
81,358.0,4.00kT,60µM,ED
82,331.0,4.00kT,60µM,ED
83,351.0,4.00kT,60µM,ED
84,365.0,4.00kT,60µM,ED
85,322.0,4.00kT,60µM,ED
86,312.0,4.00kT,60µM,ED
87,288.0,4.00kT,60µM,ED
89,336.0,4.00kT,60µM,ED
91,328.0,4.00kT,60µM,ED
92,333.0,4.00kT,60µM,ED
94,304.0,4.00kT,60µM,ED
95,313.0,4.00kT,60µM,ED
96,275.0,4.00kT,60µM,ED
97,334.0,4.00kT,60µM,ED
98,279.0,4.00kT,60µM,ED
99,282.0,4.00kT,60µM,ED
100,283.0,4.00kT,60µM,ED
101,248.0,4.00kT,60µM,ED
102,252.0,4.00kT,60µM,ED
103,253.0,4.00kT,60µM,ED
105,293.0,4.00kT,60µM,ED
106,290.0,4.00kT,60µM,ED
108,257.0,4.00kT,60µM,ED
109,259.0,4.00kT,60µM,ED
110,256.0,4.00kT,60µM,ED
111,242.0,4.00kT,60µM,ED
113,247.0,4.00kT,60µM,ED
116,245.0,4.00kT,60µM,ED
117,232.0,4.00kT,60µM,ED
118,268.0,4.00kT,60µM,ED
119,217.0,4.00kT,60µM,ED
120,222.0,4.00kT,60µM,ED
123,238.0,4.00kT,60µM,ED
125,224.0,4.00kT,60µM,ED
127,203.0,4.00kT,60µM,ED
130,215.0,4.00kT,60µM,ED
131,209.0,4.00kT,60µM,ED
132,190.0,4.00kT,60µM,ED
133,185.0,4.00kT,60µM,ED
134,193.0,4.00kT,60µM,ED
135,176.0,4.00kT,60µM,ED
138,213.0,4.00kT,60µM,ED
139,197.0,4.00kT,60µM,ED
142,184.0,4.00kT,60µM,ED
143,172.0,4.00kT,60µM,ED
145,188.0,4.00kT,60µM,ED
146,150.0,4.00kT,60µM,ED
147,208.0,4.00kT,60µM,ED
148,179.0,4.00kT,60µM,ED
150,169.0,4.00kT,60µM,ED
155,180.0,4.00kT,60µM,ED
156,152.0,4.00kT,60µM,ED
157,168.0,4.00kT,60µM,ED
159,147.0,4.00kT,60µM,ED
160,158.0,4.00kT,60µM,ED
164,171.0,4.00kT,60µM,ED
166,160.0,4.00kT,60µM,ED
167,166.0,4.00kT,60µM,ED
169,136.0,4.00kT,60µM,ED
172,144.0,4.00kT,60µM,ED
175,143.0,4.00kT,60µM,ED
178,129.0,4.00kT,60µM,ED
179,135.0,4.00kT,60µM,ED
180,131.0,4.00kT,60µM,ED
182,120.0,4.00kT,60µM,ED
183,127.0,4.00kT,60µM,ED
184,122.0,4.00kT,60µM,ED
185,106.0,4.00kT,60µM,ED
188,132.0,4.00kT,60µM,ED
189,128.0,4.00kT,60µM,ED
190,110.0,4.00kT,60µM,ED
191,118.0,4.00kT,60µM,ED
193,109.0,4.00kT,60µM,ED
194,138.0,4.00kT,60µM,ED
196,126.0,4.00kT,60µM,ED
197,111.0,4.00kT,60µM,ED
199,117.0,4.00kT,60µM,ED
204,108.0,4.00kT,60µM,ED
205,113.0,4.00kT,60µM,ED
208,115.0,4.00kT,60µM,ED
209,119.0,4.00kT,60µM,ED
210,107.0,4.00kT,60µM,ED
211,104.0,4.00kT,60µM,ED
214,93.0,4.00kT,60µM,ED
217,103.0,4.00kT,60µM,ED
218,114.0,4.00kT,60µM,ED
222,94.0,4.00kT,60µM,ED
227,89.0,4.00kT,60µM,ED
228,92.0,4.00kT,60µM,ED
231,87.0,4.00kT,60µM,ED
236,90.0,4.00kT,60µM,ED
239,80.0,4.00kT,60µM,ED
242,91.0,4.00kT,60µM,ED
243,85.0,4.00kT,60µM,ED
246,88.0,4.00kT,60µM,ED
248,77.0,4.00kT,60µM,ED
254,86.0,4.00kT,60µM,ED
258,76.0,4.00kT,60µM,ED
260,78.0,4.00kT,60µM,ED
264,75.0,4.00kT,60µM,ED
271,71.0,4.00kT,60µM,ED
275,74.0,4.00kT,60µM,ED
277,81.0,4.00kT,60µM,ED
280,72.0,4.00kT,60µM,ED
285,66.0,4.00kT,60µM,ED
292,65.0,4.00kT,60µM,ED
293,62.0,4.00kT,60µM,ED
295,61.0,4.00kT,60µM,ED
313,68.0,4.00kT,60µM,ED
314,58.0,4.00kT,60µM,ED
323,60.0,4.00kT,60µM,ED
325,55.0,4.00kT,60µM,ED
326,47.0,4.00kT,60µM,ED
328,59.0,4.00kT,60µM,ED
333,51.0,4.00kT,60µM,ED
335,53.0,4.00kT,60µM,ED
340,54.0,4.00kT,60µM,ED
357,57.0,4.00kT,60µM,ED
361,49.0,4.00kT,60µM,ED
363,48.0,4.00kT,60µM,ED
367,43.0,4.00kT,60µM,ED
368,45.0,4.00kT,60µM,ED
371,52.0,4.00kT,60µM,ED
392,42.0,4.00kT,60µM,ED
393,38.0,4.00kT,60µM,ED
396,46.0,4.00kT,60µM,ED
402,36.0,4.00kT,60µM,ED
410,40.0,4.00kT,60µM,ED
423,37.0,4.00kT,60µM,ED
433,34.0,4.00kT,60µM,ED
434,35.0,4.00kT,60µM,ED
435,39.0,4.00kT,60µM,ED
471,32.0,4.00kT,60µM,ED
485,28.0,4.00kT,60µM,ED
489,27.0,4.00kT,60µM,ED
490,30.0,4.00kT,60µM,ED
515,26.0,4.00kT,60µM,ED
530,24.0,4.00kT,60µM,ED
534,29.0,4.00kT,60µM,ED
549,25.0,4.00kT,60µM,ED
570,23.0,4.00kT,60µM,ED
611,21.0,4.00kT,60µM,ED
641,20.0,4.00kT,60µM,ED
642,19.0,4.00kT,60µM,ED
706,18.0,4.00kT,60µM,ED
739,17.0,4.00kT,60µM,ED
827,15.0,4.00kT,60µM,ED
869,13.0,4.00kT,60µM,ED
898,12.0,4.00kT,60µM,ED
1038,10.0,4.00kT,60µM,ED
1060,9.0,4.00kT,60µM,ED
1277,7.0,4.00kT,60µM,ED
1361,6.0,4.00kT,60µM,ED
1563,5.0,4.00kT,60µM,ED
1680,4.0,4.00kT,60µM,ED
1946,3.0,4.00kT,60µM,ED
2321,2.0,4.00kT,60µM,ED
3234,1.0,4.00kT,60µM,ED
